order_id,order_date,region,category,amount
ORD-001257,2025-04-25,Busan,Electronics,626517
ORD-001258,2025-03-21,Seoul,Fashion,613157
ORD-001259,2025-03-03,Busan,Fashion,396935
ORD-001260,2025-03-07,Seoul,Beauty,260909
ORD-001261,2025-03-04,Gwangju,Home,449810
ORD-001262,2025-04-09,Seoul,Home,1176026
ORD-001263,2025-01-11,Incheon,Electronics,716708
ORD-001264,2025-04-20,Daegu,Fashion,1671080
ORD-001265,2025-04-28,Daegu,Electronics,142180
ORD-001266,2025-01-18,Gwangju,Beauty,126454
ORD-001267,2025-01-20,Gwangju,Fashion,2821690
ORD-001268,2025-01-02,Seoul,Home,691680
ORD-001269,2025-01-26,Seoul,Home,232040
ORD-001270,2025-04-24,Gwangju,Beauty,143210
ORD-001271,2025-01-09,Busan,Food,854743
ORD-001272,2025-02-19,Busan,Home,165594
ORD-001273,2025-02-20,Incheon,Electronics,2286873
ORD-001274,2025-05-01,Gwangju,Fashion,338170
ORD-001275,2025-01-04,Gwangju,Fashion,2656140
ORD-001276,2025-01-10,Seoul,Food,194973
ORD-001277,2025-03-23,Gwangju,Beauty,1393154
ORD-001278,2025-04-28,Incheon,Fashion,571892
ORD-001279,2025-04-17,Seoul,Food,2400849
ORD-001281,2025-02-15,Daegu,Home,728010
ORD-001282,2025-04-23,Busan,Home,64616
ORD-001283,2025-03-07,Seoul,Fashion,420620
ORD-001284,2025-02-04,Gwangju,Electronics,303652
ORD-001285,2025-03-27,Busan,Home,1103571
ORD-001286,2025-02-27,Seoul,Beauty,1402254
ORD-001287,2025-03-04,Incheon,Fashion,2099986
ORD-001288,2025-03-13,Incheon,Beauty,1243690
ORD-001289,2025-02-02,Incheon,Beauty,34899
ORD-001290,2025-04-12,Incheon,Food,326366
ORD-001291,2025-03-06,Daegu,Fashion,412884
ORD-001292,2025-04-25,Gwangju,Beauty,834876
ORD-001294,2025-01-20,Gwangju,Electronics,30092
ORD-001295,2025-02-11,Daegu,Electronics,1674444
ORD-001296,2025-01-04,Incheon,Fashion,530832
ORD-001297,2025-02-13,Daegu,Food,386107
ORD-001298,2025-03-09,Daegu,Fashion,1663674
ORD-001299,2025-03-07,Daegu,Fashion,329380
ORD-001300,2025-02-20,Daegu,Beauty,712179
ORD-001301,2025-04-23,Gwangju,Electronics,51068
ORD-001302,2025-04-01,Seoul,Beauty,-456693
ORD-001303,2025-01-31,Incheon,Electronics,207879
ORD-001304,2025-04-28,Gwangju,Fashion,839751
ORD-001305,2025-01-13,Daegu,Fashion,2719020
ORD-001306,2025-03-12,Incheon,Food,675451
ORD-001307,2025-02-26,Gwangju,Home,1455170
ORD-001308,2025-02-07,Daegu,Home,551415
ORD-001309,2025-02-05,Seoul,Beauty,907877
ORD-001310,2025-03-12,Gwangju,Electronics,2146905
ORD-001311,2025-01-20,Busan,Electronics,1672790
ORD-001312,2025-02-18,Daegu,Fashion,179132
ORD-001314,2025-02-11,,Beauty,1791850
ORD-001315,2025-01-24,,Food,343898
ORD-001316,2025-01-16,Daegu,Fashion,331874
ORD-001317,2025-03-23,Daegu,Home,44600
ORD-001318,2025-04-05,Incheon,Beauty,779120
ORD-001319,2025-04-14,Daegu,Beauty,970248
ORD-001320,2025-04-14,Gwangju,Food,1744439
ORD-001321,2025-04-06,Seoul,Food,1598970
ORD-001322,2025-04-01,Busan,Home,1367702
ORD-001323,2025-01-17,Daegu,Beauty,182097
ORD-001324,2025-03-21,Busan,Fashion,428085
ORD-001325,2025-03-19,Incheon,Beauty,1090410
ORD-001326,2025-04-30,Busan,Food,1101645
ORD-001327,2025-04-04,,Home,261110
ORD-001328,2025-02-11,Daegu,Electronics,914000
ORD-001329,2025-02-01,Busan,Fashion,396144
ORD-001330,2025-04-29,Gwangju,Fashion,236904
ORD-001331,2025-04-13,Daegu,Beauty,58971
ORD-001332,2025-01-17,Gwangju,Home,907575
ORD-001333,2025-03-15,Incheon,Electronics,146307
ORD-001334,2025-01-23,,Electronics,793280
ORD-001335,2025-02-20,Seoul,Fashion,551200
ORD-001336,2025-04-25,Incheon,Electronics,771588
ORD-001337,2025-03-06,Incheon,Beauty,1231521
ORD-001338,2025-03-13,Incheon,Beauty,93797
ORD-001340,2025-04-10,Daegu,Electronics,628311
ORD-001341,2025-02-10,Busan,Fashion,1175760
ORD-001342,2025-02-18,Daegu,Food,1349159
ORD-001343,2025-04-20,Daegu,Fashion,1759171
ORD-001344,2025-01-18,Busan,Home,2521421
ORD-001345,2025-02-24,Busan,Fashion,1835960
ORD-001346,2025-01-03,Gwangju,Beauty,1223276
ORD-001347,2025-02-08,Incheon,Home,1655154
ORD-001348,2025-01-30,Seoul,Fashion,1922478
ORD-001349,2025-03-24,Incheon,Beauty,940470
ORD-001350,2025-03-18,Seoul,Home,1744152
ORD-001351,2025-01-03,Incheon,Home,111868
ORD-001352,2025-02-02,Incheon,Food,1187584
ORD-001353,2025-04-16,Seoul,Food,2282612
ORD-001354,2025-04-11,Daegu,Beauty,286839
ORD-001355,2025-02-25,Incheon,Fashion,1328767
ORD-001356,2025-03-18,Daegu,Beauty,961138
ORD-001357,2025-02-17,Daegu,Food,1660365
ORD-001358,2025-01-26,Gwangju,Electronics,558058
ORD-001359,2025-01-28,Gwangju,Electronics,2631258
ORD-001360,2025-02-23,Incheon,Electronics,958140
ORD-001361,2025-01-06,Incheon,Beauty,1124360
ORD-001362,2025-04-04,Busan,Fashion,1175193
ORD-001363,2025-01-28,Seoul,Fashion,710100
ORD-001364,2025-03-13,Busan,Electronics,394870
ORD-001365,2025-03-31,Seoul,Electronics,1644390
ORD-001366,2025-01-15,Gwangju,Electronics,569158
ORD-001367,2025-03-19,Gwangju,Beauty,104054
ORD-001368,2025-04-18,Incheon,Home,37044
ORD-001369,2025-01-19,Incheon,Beauty,472516
ORD-001370,2025-01-11,Gwangju,Fashion,1708050
ORD-001371,2025-03-16,Daegu,Food,771381
ORD-001372,2025-01-16,Gwangju,Fashion,278168
ORD-001373,2025-03-09,Daegu,Home,332034
ORD-001374,2025-02-17,Busan,Food,803347
ORD-001375,2025-04-01,Incheon,Fashion,1362972
ORD-001376,2025-03-24,Incheon,Beauty,818712
ORD-001377,2025-04-23,Seoul,Food,168305
ORD-001378,2025-02-16,Busan,Home,582731
ORD-001379,2025-01-03,Busan,Food,7180
ORD-001380,2025-01-13,Seoul,Fashion,88560
ORD-001381,2025-01-27,Seoul,Home,323196
ORD-001382,2025-02-16,Daegu,Electronics,820252
ORD-001383,2025-01-18,Daegu,Food,1557306
ORD-001384,2025-02-05,Gwangju,Beauty,1634122
ORD-001385,2025-01-23,Gwangju,Beauty,586535
ORD-001386,2025-04-13,Daegu,Beauty,35212
ORD-001387,2025-01-25,Gwangju,Food,159054
ORD-001388,2025-03-28,Gwangju,Electronics,480020
ORD-001389,2025-01-02,Seoul,Home,63148
ORD-001390,2025-03-27,Seoul,Electronics,1329024
ORD-001391,2025-04-21,Seoul,Electronics,599597
ORD-001392,2025-01-19,Daegu,Electronics,112316
ORD-001393,2025-01-13,Gwangju,Beauty,273914
ORD-001394,2025-04-08,Gwangju,Fashion,524184
ORD-001395,2025-02-22,Daegu,Home,1576632
ORD-001396,2025-02-26,Daegu,Fashion,473160
ORD-001397,2025-02-27,Incheon,Beauty,449978
ORD-001399,2025-02-27,Incheon,Electronics,222959
ORD-001400,2025-01-15,Busan,Beauty,440808
ORD-001401,2025-04-19,Gwangju,Food,336741
ORD-001402,2025-02-23,Gwangju,Beauty,771408
ORD-001403,2025-01-17,Incheon,Home,1868544
ORD-001404,2025-04-27,Seoul,Fashion,305167
ORD-001405,2025-04-06,Daegu,Electronics,993792
ORD-001406,2025-01-28,Busan,Beauty,526094
ORD-001408,2025-01-11,Gwangju,Electronics,1836728
ORD-001409,2025-03-27,Daegu,Food,632575
ORD-001410,2025-04-25,Busan,Beauty,119948
ORD-001411,2025-03-12,Incheon,Electronics,499752
ORD-001412,2025-03-26,Busan,Fashion,1222348
ORD-001413,2025-03-10,Gwangju,Electronics,2482722
ORD-001414,2025-03-25,Daegu,Fashion,105234
ORD-001415,2025-01-04,Busan,Home,504929
ORD-001416,2025-03-06,Busan,Fashion,1265760
ORD-001418,2025-03-20,Seoul,Fashion,346309
ORD-001419,2025-02-01,Incheon,Beauty,153881
ORD-001420,2025-01-13,Seoul,Beauty,492453
ORD-001421,2025-04-20,Seoul,Food,110251
ORD-001422,2025-04-29,Incheon,Fashion,113705
ORD-001423,2025-03-27,Seoul,Fashion,592840
ORD-001424,2025-01-31,Incheon,Beauty,2156352
ORD-001425,2025-01-07,Daegu,Food,171660
ORD-001426,2025-04-21,Daegu,Food,2307328
ORD-001427,2025-02-08,Gwangju,Home,563261
ORD-001428,2025-01-19,Gwangju,Home,319727
ORD-001429,2025-01-10,Seoul,Beauty,218650
ORD-001430,2025-03-29,Busan,Home,544150
ORD-001431,2025-01-19,,Electronics,234279
ORD-001432,2025-01-07,Incheon,Food,169748480
ORD-001433,2025-01-18,Gwangju,Home,2185050
ORD-001434,2025-02-28,Busan,Home,1393200
ORD-001435,2025-01-28,Incheon,Food,607586
ORD-001436,2025-01-04,Incheon,Home,1518564
ORD-001437,2025-01-12,Incheon,Fashion,204507
ORD-001438,2025-01-01,Daegu,Food,44601
ORD-001439,2025-04-11,Busan,Food,941598
ORD-001440,2025-01-11,Seoul,Home,277919
ORD-001441,2025-01-04,Gwangju,Electronics,321864
ORD-001442,2025-03-12,Gwangju,Fashion,763462
ORD-001443,2025-01-29,Seoul,Beauty,675813
ORD-001444,2025-04-03,Busan,Electronics,133826
ORD-001445,2025-01-17,Busan,Fashion,1058679
ORD-001446,2025-02-15,Seoul,Home,723752
ORD-001447,2025-04-30,Gwangju,Home,353711
ORD-001448,2025-01-06,Incheon,Beauty,341178
ORD-001449,2025-02-12,Seoul,Electronics,938552
ORD-001450,2025-04-02,Busan,Home,484642
ORD-001451,2025-02-13,Seoul,Beauty,711496
ORD-001452,2025-02-15,Gwangju,Electronics,842568
ORD-001453,2025-03-21,Gwangju,Beauty,133155
ORD-001454,2025-02-20,Incheon,Food,288373
ORD-001455,2025-02-03,Busan,Electronics,30937
ORD-001456,2025-01-08,Daegu,Beauty,1614676
ORD-001457,2025-01-21,Gwangju,Food,636302
ORD-001458,2025-02-10,Daegu,Home,414724
ORD-001459,2025-04-27,Gwangju,Home,983807
ORD-001460,2025-01-17,Seoul,Fashion,413154
ORD-001461,2025-03-23,Busan,Food,-230145
ORD-001462,2025-02-13,Daegu,Beauty,2222200
ORD-001463,2025-03-11,Busan,Fashion,918360
ORD-001464,2025-01-20,Incheon,Beauty,1343328
ORD-001465,2025-02-25,Gwangju,Electronics,1879200
ORD-001466,2025-03-27,Busan,Home,986728
ORD-001467,2025-04-07,Busan,Home,221416
ORD-001468,2025-05-01,,Food,1334854
ORD-001469,2025-03-03,Incheon,Home,216626
ORD-001470,2025-01-11,Gwangju,Fashion,127541
ORD-001471,2025-01-25,,Home,1645172
ORD-001472,2025-01-20,Daegu,Electronics,309240
ORD-001473,2025-02-17,Gwangju,Beauty,167895
ORD-001474,2025-03-05,Seoul,Home,851715
ORD-001475,2025-03-11,Busan,Food,1677288
ORD-001476,2025-01-07,Incheon,Food,1814099
ORD-001477,2025-02-16,Seoul,Food,157940
ORD-001478,2025-04-09,,Beauty,149199
ORD-001479,2025-01-16,Daegu,Beauty,879558
ORD-001480,2025-03-25,Daegu,Food,2221102
ORD-001481,2025-04-20,Gwangju,Fashion,2006030
ORD-001482,2025-04-25,Incheon,Beauty,1572970
ORD-001483,2025-04-22,Busan,Beauty,1155935
ORD-001484,2025-03-11,Incheon,Food,2240244
ORD-001485,2025-04-19,Daegu,Fashion,67611
ORD-001486,2025-03-04,Busan,Home,1465520
ORD-001487,2025-02-15,Gwangju,Food,34063
ORD-001488,2025-01-03,Incheon,Fashion,2555316
ORD-001489,2025-03-27,Seoul,Food,566514
ORD-001490,2025-03-05,Busan,Fashion,1393749
ORD-001491,2025-04-06,Gwangju,Beauty,73681
ORD-001492,2025-04-23,,Food,2144805
ORD-001493,2025-01-21,Seoul,Food,623160
ORD-001494,2025-04-01,Seoul,Home,753225
ORD-001495,2025-03-28,Gwangju,Electronics,445740
ORD-001496,2025-03-31,,Home,136386
ORD-001497,2025-03-11,Gwangju,Electronics,745072
ORD-001498,2025-04-30,Seoul,Beauty,2245944
ORD-001499,2025-02-01,Seoul,Fashion,388626
ORD-001500,2025-04-13,Daegu,Home,315506
ORD-001502,2025-02-14,Busan,Food,292608
ORD-001503,2025-04-28,Seoul,Home,13746
ORD-001504,2025-03-24,Incheon,Beauty,477944
ORD-001505,2025-04-16,Incheon,Electronics,1982223
ORD-001506,2025-03-03,Daegu,Electronics,1609024
ORD-001507,2025-01-23,Incheon,Fashion,1468505
ORD-001508,2025-01-12,Daegu,Fashion,1102940
ORD-001509,2025-04-03,Daegu,Food,257268
ORD-001510,2025-03-14,Incheon,Home,1577973
ORD-001511,2025-03-08,Daegu,Home,1077633
ORD-001512,2025-04-14,,Fashion,474472
ORD-001513,2025-01-09,Gwangju,Food,729598
ORD-001514,2025-02-01,Busan,Home,91372
ORD-001515,2025-01-12,,Electronics,170348
ORD-001516,2025-03-30,Incheon,Food,1116414
ORD-001517,2025-01-05,Gwangju,Food,86046
ORD-001518,2025-04-16,Incheon,Home,566358
ORD-001519,2025-02-26,Daegu,Electronics,1995140
ORD-001520,2025-04-14,Gwangju,Home,97692
ORD-001521,2025-04-21,Daegu,Beauty,43592
ORD-001522,2025-01-13,Gwangju,Fashion,682453
ORD-001523,2025-02-18,Incheon,Fashion,280616
ORD-001524,2025-01-11,Incheon,Fashion,2468700
ORD-001525,2025-03-22,Busan,Food,1747713
ORD-001526,2025-01-03,Incheon,Electronics,152010
ORD-001527,2025-04-13,Daegu,Home,84953
ORD-001528,2025-03-08,Seoul,Fashion,1416026
ORD-001530,2025-03-26,Gwangju,Fashion,1337155
ORD-001531,2025-03-20,Busan,Fashion,746075
ORD-001533,2025-03-14,Seoul,Beauty,375984
ORD-001534,2025-04-26,Seoul,Home,1426470
ORD-001535,2025-01-25,Incheon,Food,569850
ORD-001536,2025-03-09,Daegu,Beauty,458352
ORD-001537,2025-03-11,Seoul,Beauty,2022170
ORD-001538,2025-03-21,Gwangju,Beauty,2643741
ORD-001540,2025-03-28,Daegu,Beauty,1239492
ORD-001541,2025-02-24,Busan,Beauty,73916
ORD-001542,2025-03-17,Busan,Beauty,1605398
ORD-001543,2025-01-30,Gwangju,Beauty,219116
ORD-001544,2025-04-05,Busan,Beauty,1169860
ORD-001545,2025-04-27,,Electronics,931413
ORD-001546,2025-01-31,Gwangju,Food,1066529
ORD-001547,2025-02-16,Seoul,Beauty,212789
ORD-001548,2025-03-25,Seoul,Electronics,844749
ORD-001549,2025-02-15,Busan,Fashion,621139
ORD-001550,2025-03-21,Busan,Home,416832
ORD-001551,2025-04-22,Busan,Electronics,126001
ORD-001552,2025-01-30,Busan,Electronics,561717
ORD-001553,2025-04-29,Gwangju,Beauty,133868
ORD-001554,2025-01-30,Daegu,Fashion,1007645
ORD-001555,2025-04-04,Busan,Beauty,571005
ORD-001556,2025-04-13,Incheon,Food,1575290
ORD-001557,2025-02-15,Busan,Fashion,2412011
ORD-001558,2025-02-04,Seoul,Electronics,725261
ORD-001559,2025-01-12,Daegu,Fashion,900122
ORD-001560,2025-04-06,Daegu,Beauty,389448
ORD-001561,2025-02-25,Busan,Electronics,392705
ORD-001562,2025-02-20,Gwangju,Electronics,73154
ORD-001563,2025-03-13,Daegu,Electronics,460330
ORD-001564,2025-02-22,,Electronics,283074
ORD-001565,2025-05-01,Busan,Home,51123
ORD-001566,2025-01-23,Busan,Electronics,929590
ORD-001567,2025-03-02,Busan,Fashion,48176
ORD-001568,2025-02-13,Incheon,Beauty,2256936
ORD-001569,2025-04-14,Gwangju,Food,848238
ORD-001570,2025-04-01,Gwangju,Home,1097011
ORD-001571,2025-03-14,Daegu,Beauty,446934
ORD-001572,2025-02-09,Busan,Beauty,57695
ORD-001573,2025-04-16,Incheon,Home,124499266
ORD-001574,2025-03-29,Gwangju,Electronics,718572
ORD-001575,2025-01-03,Incheon,Food,864648
ORD-001576,2025-02-01,Busan,Food,288528
ORD-001577,2025-03-27,Busan,Fashion,737258
ORD-001578,2025-02-04,Incheon,Fashion,37909
ORD-001579,2025-02-26,Daegu,Home,179214
ORD-001580,2025-03-13,Incheon,Food,2541205
ORD-001581,2025-04-01,Incheon,Fashion,2330793
ORD-001582,2025-03-02,Seoul,Home,1798538
ORD-001583,2025-02-18,Gwangju,Fashion,917586
ORD-001584,2025-04-02,Busan,Fashion,357012
ORD-001585,2025-04-18,,Beauty,1775016
ORD-001586,2025-03-17,Daegu,Beauty,259259
ORD-001587,2025-04-14,Incheon,Fashion,1774143
ORD-001588,2025-03-26,Incheon,Electronics,476552
ORD-001589,2025-02-21,Gwangju,Electronics,1157740
ORD-001590,2025-02-03,Daegu,Fashion,1674778
ORD-001591,2025-04-18,Seoul,Food,538257
ORD-001592,2025-01-08,Daegu,Beauty,17556
ORD-001593,2025-05-01,Gwangju,Food,764375
ORD-001594,2025-01-13,Daegu,Fashion,150696
ORD-001595,2025-04-14,Daegu,Home,186808
ORD-001596,2025-02-19,Incheon,Food,294564
ORD-001597,2025-03-19,Daegu,Beauty,725830
ORD-001598,2025-04-16,,Electronics,182651
ORD-001599,2025-03-14,Daegu,Fashion,383561
ORD-001600,2025-03-22,Gwangju,Fashion,31970
ORD-001601,2025-02-09,Incheon,Electronics,900320
ORD-001602,2025-03-06,Seoul,Fashion,805616
ORD-001604,2025-03-29,Daegu,Home,1391986
ORD-001605,2025-04-07,Daegu,Fashion,99770
ORD-001606,2025-03-21,Seoul,Home,162490
ORD-001607,2025-04-18,Daegu,Electronics,2150838
ORD-001608,2025-01-20,Daegu,Fashion,1166571
ORD-001609,2025-01-19,Daegu,Fashion,2331594
ORD-001610,2025-04-12,Daegu,Electronics,694704
ORD-001611,2025-01-18,,Food,360850
ORD-001612,2025-01-15,Daegu,Food,1608300
ORD-001613,2025-03-28,Daegu,Electronics,275766
ORD-001614,2025-03-25,Seoul,Food,2692611
ORD-001615,2025-04-20,Incheon,Beauty,838336
ORD-001616,2025-01-08,Daegu,Home,1972269
ORD-001617,2025-02-05,,Fashion,70296
ORD-001618,2025-04-01,Seoul,Beauty,76084
ORD-001619,2025-03-31,Incheon,Electronics,356697
ORD-001620,2025-01-03,Gwangju,Fashion,687993
ORD-001621,2025-04-13,Daegu,Electronics,1164575
ORD-001622,2025-03-10,Seoul,Electronics,2616705
ORD-001623,2025-02-15,Daegu,Home,1800270
ORD-001624,2025-02-02,Daegu,Electronics,44095
ORD-001625,2025-02-05,Incheon,Food,401906
ORD-001626,2025-03-12,,Electronics,755196
ORD-001627,2025-04-02,Daegu,Home,360550
ORD-001628,2025-03-01,Daegu,Food,674692
ORD-001630,2025-01-29,Busan,Food,1207848
ORD-001631,2025-02-09,Incheon,Beauty,2811250
ORD-001632,2025-02-02,Daegu,Electronics,253186
ORD-001634,2025-03-18,Incheon,Food,269572
ORD-001635,2025-04-17,Gwangju,Fashion,180908
ORD-001636,2025-02-22,Seoul,Food,-645320
ORD-001637,2025-04-04,Busan,Electronics,65217
ORD-001638,2025-04-13,Seoul,Fashion,1734607
ORD-001639,2025-01-07,,Food,675702
ORD-001640,2025-02-18,Seoul,Fashion,196202
ORD-001641,2025-01-23,Gwangju,Fashion,393337
ORD-001642,2025-03-01,Daegu,Food,1150132
ORD-001643,2025-04-22,Busan,Beauty,2008788
ORD-001644,2025-04-13,Incheon,Beauty,2083298
ORD-001645,2025-03-13,Daegu,Electronics,1579177
ORD-001646,2025-03-06,Daegu,Fashion,1737880
ORD-001647,2025-04-29,Busan,Electronics,762052
ORD-001648,2025-04-19,Daegu,Home,127344
ORD-001649,2025-03-30,Gwangju,Electronics,1687527
ORD-001652,2025-03-26,Busan,Electronics,426669
ORD-001653,2025-02-27,Incheon,Home,280988
ORD-001654,2025-01-14,Gwangju,Electronics,2716402
ORD-001656,2025-03-18,Busan,Food,124759
ORD-001657,2025-01-29,Busan,Fashion,389221
ORD-001658,2025-04-30,,Fashion,984648
ORD-001659,2025-01-26,Busan,Food,1338492
ORD-001660,2025-01-26,Gwangju,Food,1703524
ORD-001661,2025-04-18,Busan,Electronics,841609
ORD-001662,2025-02-12,Busan,Beauty,524038
ORD-001663,2025-04-30,Seoul,Fashion,1000780
ORD-001664,2025-04-22,Incheon,Food,347524
ORD-001665,2025-04-26,Gwangju,Beauty,2992000
ORD-001666,2025-01-18,Gwangju,Electronics,476073
ORD-001667,2025-03-08,Gwangju,Electronics,1063251
ORD-001668,2025-04-29,Seoul,Home,1461588
ORD-001669,2025-03-18,Incheon,Electronics,2176556
ORD-001670,2025-04-20,Busan,Food,505250
ORD-001671,2025-01-24,Seoul,Food,1421510
ORD-001672,2025-04-09,Busan,Home,545866
ORD-001673,2025-04-06,Daegu,Beauty,12165
ORD-001675,2025-02-03,Incheon,Home,1382526
ORD-001676,2025-02-20,Incheon,Home,225460
ORD-001677,2025-02-09,Daegu,Food,424480
ORD-001678,2025-01-01,Seoul,Electronics,261700
ORD-001679,2025-04-07,Daegu,Fashion,1026890
ORD-001680,2025-01-03,Gwangju,Electronics,2823090
ORD-001681,2025-04-06,Daegu,Fashion,135541
ORD-001682,2025-04-13,Seoul,Home,1638214
ORD-001683,2025-02-04,Busan,Fashion,60670
ORD-001684,2025-04-11,Seoul,Beauty,646657
ORD-001685,2025-01-08,Daegu,Electronics,148422
ORD-001686,2025-04-04,Daegu,Food,887958
ORD-001687,2025-03-05,Daegu,Beauty,2344779
ORD-001688,2025-04-26,Daegu,Home,1596322
ORD-001689,2025-02-09,Seoul,Beauty,105448
ORD-001690,2025-04-22,Incheon,Electronics,312086
ORD-001691,2025-04-02,,Home,1923207
ORD-001692,2025-01-18,Daegu,Beauty,623527
ORD-001693,2025-02-23,Seoul,Fashion,1292364
ORD-001694,2025-04-29,,Home,217535
ORD-001695,2025-01-02,Busan,Beauty,1072148
ORD-001696,2025-04-04,Seoul,Food,2659490
ORD-001697,2025-01-01,Seoul,Home,294286
ORD-001698,2025-04-05,Seoul,Beauty,2147570
ORD-001699,2025-04-04,Daegu,Home,973520
ORD-001701,2025-04-24,Seoul,Food,2119880
ORD-001702,2025-01-18,Daegu,Electronics,198345
ORD-001703,2025-03-28,Busan,Food,858512
ORD-001704,2025-03-11,Gwangju,Beauty,994458
ORD-001705,2025-02-14,Busan,Electronics,1201284
ORD-001706,2025-01-18,Gwangju,Electronics,774221
ORD-001707,2025-01-03,Seoul,Electronics,177087
ORD-001708,2025-01-16,Daegu,Beauty,1313820
ORD-001709,2025-04-16,Busan,Food,2437510
ORD-001710,2025-04-22,Seoul,Food,700259
ORD-001711,2025-01-17,Seoul,Home,279951
ORD-001712,2025-01-14,Daegu,Food,178473
ORD-001713,2025-01-28,Gwangju,Beauty,555077
ORD-001714,2025-01-30,Gwangju,Food,362866
ORD-001715,2025-04-07,Daegu,Fashion,2064438
ORD-001716,2025-02-01,Gwangju,Food,484092
ORD-001717,2025-02-21,Daegu,Electronics,617868
ORD-001718,2025-04-15,Incheon,Home,-26405021
ORD-001719,2025-03-08,Daegu,Fashion,252018
ORD-001720,2025-01-12,Seoul,Home,820575
ORD-001721,2025-03-16,Daegu,Beauty,-483759
ORD-001722,2025-03-09,Seoul,Home,52568
ORD-001723,2025-02-27,Incheon,Food,840828
ORD-001724,2025-01-27,Incheon,Food,435624
ORD-001725,2025-04-30,Busan,Electronics,1875510
ORD-001726,2025-02-26,Seoul,Food,554174
ORD-001727,2025-03-05,,Food,312978
ORD-001728,2025-02-24,Incheon,Fashion,468560
ORD-001729,2025-01-28,Incheon,Beauty,466438
ORD-001730,2025-04-27,,Fashion,153163
ORD-001731,2025-03-19,,Beauty,1005552
ORD-001732,2025-03-05,,Food,503376
ORD-001733,2025-03-22,Incheon,Electronics,2411656
ORD-001734,2025-02-25,Incheon,Fashion,648516
ORD-001735,2025-02-01,Gwangju,Food,845523
ORD-001736,2025-04-17,,Food,798925
ORD-001737,2025-04-12,Daegu,Fashion,379046
ORD-001738,2025-03-21,,Beauty,754148
ORD-001739,2025-03-23,Daegu,Fashion,2012290
ORD-001740,2025-01-22,Incheon,Beauty,455934
ORD-001741,2025-04-25,Busan,Beauty,1405586
ORD-001742,2025-02-27,,Food,287889941
ORD-001743,2025-01-04,Daegu,Home,1225143
ORD-001744,2025-03-28,Seoul,Beauty,128268
ORD-001745,2025-04-03,Seoul,Beauty,168964
ORD-001746,2025-01-09,Incheon,Food,1921730
ORD-001747,2025-04-11,Gwangju,Electronics,233220
ORD-001748,2025-03-20,Seoul,Beauty,362272
ORD-001749,2025-04-25,Incheon,Fashion,304924
ORD-001750,2025-03-20,Gwangju,Home,777624
ORD-001751,2025-04-13,Daegu,Fashion,1174436
ORD-001752,2025-01-15,Gwangju,Beauty,19649
ORD-001753,2025-04-24,Gwangju,Food,596072
ORD-001754,2025-02-01,Daegu,Home,1667388
ORD-001755,2025-04-23,Busan,Electronics,96968
ORD-001756,2025-03-17,Incheon,Fashion,520208
ORD-001757,2025-04-21,Seoul,Home,718486
ORD-001758,2025-03-07,Daegu,Food,1421208
ORD-001759,2025-04-09,Busan,Food,2204464
ORD-001760,2025-03-17,Incheon,Beauty,504229
ORD-001761,2025-02-26,Busan,Beauty,243111
ORD-001762,2025-04-30,Incheon,Fashion,224260
ORD-001763,2025-02-10,Daegu,Home,202292
ORD-001764,2025-04-29,Gwangju,Fashion,1652236
ORD-001766,2025-01-06,Seoul,Beauty,938296
ORD-001767,2025-02-11,Daegu,Fashion,151501
ORD-001768,2025-04-21,Incheon,Home,2246224
ORD-001769,2025-03-05,Daegu,Food,175952
ORD-001770,2025-03-16,Daegu,Electronics,235292
ORD-001771,2025-03-05,Daegu,Fashion,2403082
ORD-001772,2025-02-15,Seoul,Electronics,688752
ORD-001773,2025-04-02,Daegu,Home,100354
ORD-001774,2025-01-06,Incheon,Fashion,1724044
ORD-001775,2025-03-24,Incheon,Electronics,822262
ORD-001776,2025-03-09,Busan,Electronics,132322
ORD-001777,2025-01-10,Incheon,Home,966458
ORD-001778,2025-02-24,Incheon,Beauty,587223
ORD-001779,2025-01-21,Incheon,Food,695650
ORD-001780,2025-04-14,Incheon,Food,2623428
ORD-001781,2025-02-11,Seoul,Beauty,1634400
ORD-001782,2025-04-02,Incheon,Electronics,561048
ORD-001783,2025-03-16,Busan,Home,17350
ORD-001784,2025-03-29,Daegu,Electronics,628995
ORD-001785,2025-04-01,Gwangju,Home,793476
ORD-001786,2025-02-03,Gwangju,Food,1095192
ORD-001787,2025-03-12,Busan,Fashion,1524020
ORD-001788,2025-01-01,Seoul,Electronics,210944
ORD-001789,2025-01-05,Seoul,Food,645632
ORD-001790,2025-04-14,Incheon,Beauty,2046393
ORD-001791,2025-03-14,Busan,Electronics,236475750
ORD-001792,2025-01-02,Gwangju,Home,230079
ORD-001793,2025-02-21,Seoul,Electronics,307660
ORD-001794,2025-01-02,Gwangju,Food,706329
ORD-001795,2025-02-23,Daegu,Food,1924725
ORD-001796,2025-01-29,Daegu,Food,1025156
ORD-001797,2025-01-01,Busan,Home,760412
ORD-001798,2025-02-14,Busan,Beauty,675570
ORD-001799,2025-04-29,Seoul,Beauty,282069
ORD-001800,2025-04-11,Daegu,Fashion,314058
ORD-001801,2025-02-09,Busan,Beauty,690021
ORD-001802,2025-03-09,Busan,Food,182167
ORD-001803,2025-02-04,Gwangju,Food,536060
ORD-001804,2025-02-05,Incheon,Food,262251
ORD-001806,2025-02-17,Daegu,Food,328650
ORD-001807,2025-01-06,Daegu,Electronics,673945
